"","V1","V2"
"591","Gnathiphimedia mandibularis","Arthropoda"
"592","Aeginoides gaussi","Arthropoda"
"593","Gnathiphimedia sexdentata","Arthropoda"
"594","Colossendeis glacialis","Arthropoda"
"595","Radiella antarctica","Porifera"
"596","Notisis elongata","Cnidaria"
"597","Diasterope schmitti","Arthropoda"
"598","Macrotrachela habita","Rotifera"
"599","Hippothoa flagellum","Bryozoa"
"600","Plicatellopsis antarctica","Porifera"
"601","Camptoplites bicornis","Bryozoa"
"602","Frovina indecora","Mollusca"
"603","Lorabela davisi","Mollusca"
"604","Melanella exulata","Mollusca"
"605","Echiniphimedia hodgsoni","Arthropoda"
"606","Bathycrinus australis","Echinodermata"
"607","Haloptilus ocellatus","Arthropoda"
"608","Psolidium whittakeri","Echinodermata"
"609","Artedidraco lonnbergi","Chordata"
"610","Antarctospira badenpowelli","Mollusca"
"611","Philodina antarctica","Rotifera"
"612","Iophon flabellodigitatum","Porifera"
"613","Clathria (Microciona) antarctica","Porifera"
"614","Hormosoma scotti","Cnidaria"
"615","Camptoplites angustus","Bryozoa"
"616","Melicerita latilaminata","Bryozoa"
"617","Leptopenus antarcticus","Cnidaria"
"618","Ophioleuce regulare","Echinodermata"
"619","Antarctoscyphus spiralis","Cnidaria"
"620","Cuspidaria tenella","Mollusca"
"621","Trilirata macmurdensis","Mollusca"
"622","Zyzzyzus parvula","Cnidaria"
"623","Colomastix fissilingua","Arthropoda"
"624","Thouarella (Thouarella) pendulina","Cnidaria"
"625","Aequiyoldia eightsii","Mollusca"
"626","Metridia curticauda","Arthropoda"
"627","Pelagobia longicirrata","Annelida"
"628","Abatus ingens","Echinodermata"
"629","Chondrocladia (Chondrocladia) clavata","Porifera"
"630","Isodictya cavicornuta","Porifera"
"631","Lissodendoryx (Ectyodoryx) ramilobosa","Porifera"
"632","Fibulia maeandrina","Porifera"
"633","Chonelasma choanoides","Porifera"
"634","Cnemidocarpa drygalskii","Chordata"
"635","Astochoporella cassidula","Bryozoa"
"636","Potamilla antarctica","Annelida"
"637","Aforia magnifica","Mollusca"
"638","Montacuta nimrodiana","Mollusca"
"639","Trophon drygalskii","Mollusca"
"640","Electrona carlsbergi","Chordata"
"641","Cryodraco atkinsoni","Chordata"
"642","Antarctinoe ferox","Annelida"
"643","Cyllopus lucasii","Arthropoda"
"644","Muraenolepis evseenkoi","Chordata"
"645","Ptilocrinus (Ptilocrinus) amezianeae","Echinodermata"
"646","Primnoisis (Delicatisis) formosa","Cnidaria"
"647","Ophelina breviata","Annelida"
"648","Periphylla periphylla","Cnidaria"
"649","Ctenocidaris rugosa","Echinodermata"
"650","Fibulia cribriporosa","Porifera"
"651","Suberites topsenti","Porifera"
"652","Austropallene calmani","Arthropoda"
"653","Eumorphometra marri","Echinodermata"
"654","Onoba subantarctica","Mollusca"
"655","Microporella stenoporta","Bryozoa"
"656","Salpa thompsoni","Chordata"
"657","Macrourus caml","Chordata"
"658","Flabegraviera mundata","Annelida"
"659","Epimeria (Epimeriella) macronyx","Arthropoda"
"660","Pseudosuberites hyalinus","Porifera"
"661","Tedania (Tedaniopsis) charcoti","Porifera"
"662","Craniella metaclada","Porifera"
"663","Molgula pedunculata","Chordata"
"664","Bathylasma corolliforme","Arthropoda"
"665","Klugeflustra antarctica","Bryozoa"
"666","Echinopsolus acanthocola","Echinodermata"
"667","Pelagodiscus atlanticus","Brachiopoda"
"668","Margarella antarctica","Mollusca"
"669","Ophthalmolycus amberensis","Chordata"
"670","Gerlachea australis","Chordata"
"671","Caprellinoides mayeri","Arthropoda"
"672","Pseudoparatanais antarcticus","Arthropoda"
"673","Leptognathia breviremoides","Arthropoda"
"674","Cephalodiscus densus","Hemichordata"
"675","Thalassarche melanophris","Chordata"
"676","Lobodon carcinophagus","Chordata"
"677","Callochiton gaussi","Mollusca"
"678","Feracrinus heinzelleri","Echinodermata"
"679","Pterodroma inexpectata","Chordata"
"680","Abyssocucumis abyssorum","Echinodermata"
"681","Clio pyramidata","Mollusca"
"682","Osthimosia bicornis","Bryozoa"
"683","Lissodendoryx (Ectyodoryx) anacantha","Porifera"
"684","Plicatellopsis fragilis","Porifera"
"685","Rossella podagrosa","Porifera"
"686","Astrohamma tuberculatum","Echinodermata"
"687","Tylobranchion speciosum","Chordata"
"688","Paracellaria wandeli","Bryozoa"
"689","Nymphon proximum","Arthropoda"
"690","Aplidium meridianum","Chordata"
"691","Aplidium radiatum","Chordata"
"692","Psolicrux coatsi","Echinodermata"
"693","Adelascopora secunda","Bryozoa"
"694","Thrypticocirrus contortuplicata","Bryozoa"
"695","Leucon (Leucon) assimilis","Arthropoda"
"696","Adacnarca limopsoides","Mollusca"
"697","Nothoadmete antarctica","Mollusca"
"698","Paradiplospinus gracilis","Chordata"
"699","Holostylis helleri","Arthropoda"
"700","Dacodraco hunteri","Chordata"
"701","Seba antarctica","Arthropoda"
"702","Paramoera walkeri","Arthropoda"
"703","Iphimediella cyclogena","Arthropoda"
"704","Pentapycnon bouvieri","Arthropoda"
"705","Grania antarctica","Annelida"
"706","Grania hirsuticauda","Annelida"
"707","Australicythere devexa","Arthropoda"
"708","Orchomenella pinguides","Arthropoda"
"709","Primnoisis (Primnoisis) antarctica","Cnidaria"
"710","Epiphanes senta","Rotifera"
"711","Phoebetria palpebrata","Chordata"
"712","Halargyreus johnsonii","Chordata"
"713","Abatus curvidens","Echinodermata"
"714","Amphipneustes lorioli","Echinodermata"
"715","Notocidaris mortenseni","Echinodermata"
"716","Isodictya conulosa","Porifera"
"717","Tethyopsis longispinus","Porifera"
"718","Arachnopusia decipiens","Bryozoa"
"719","Austroflustra vulgaris","Bryozoa"
"720","Cucumaria georgiana","Echinodermata"
"721","Reteporella erugata","Bryozoa"
"722","Thrypticocirrus rogickae","Bryozoa"
"723","Odontaster penicillatus","Echinodermata"
"724","Leptonychotes weddellii","Chordata"
"725","Meteuthria multituberculata","Mollusca"
"726","Neactaeonina edentula","Mollusca"
"727","Bathyraja eatonii","Chordata"
"728","Artedidraco shackletoni","Chordata"
"729","Dallina eltanini","Brachiopoda"
"730","Tryphosella adarei","Arthropoda"
"731","Cetoconcha spinosula","Mollusca"
"732","Balaenoptera bonaerensis","Chordata"
"733","Solidosagitta planctonis","Chaetognatha"
"734","Scotoplanes globosa","Echinodermata"
"735","Amphipneustes brevisternalis","Echinodermata"
"736","Rhizaxinella australiensis","Porifera"
"737","Bathydorus spinosus","Porifera"
"738","Ammothea spinosa","Arthropoda"
"739","Austroraptus polaris","Arthropoda"
"740","Austropallene tibicina","Arthropoda"
"741","Swanomia brevimandibulata","Bryozoa"
"742","Swanomia belgica","Bryozoa"
"743","Isoschizoporella similis","Bryozoa"
"744","Dakariella concinna","Bryozoa"
"745","Psolidium gaini","Echinodermata"
"746","Hydrodendron arboreum","Cnidaria"
"747","Tracheloptyx antarctica","Bryozoa"
"748","Staurotheca compressa","Cnidaria"
"749","Toledonia limnaeaeformis","Mollusca"
"750","Cygnonema steineri","Nematoda"
"751","Schizotricha trinematotheca","Cnidaria"
"752","Latrunculia (Latrunculia) basalis","Porifera"
"753","Oradarea rossi","Arthropoda"
"754","Iphimediella margueritei","Arthropoda"
"755","Ophiogona doederleini","Echinodermata"
"756","Nototheniops larseni","Chordata"
"757","Paralabidocera antarctica","Arthropoda"
"758","Onogorgia nodosa","Cnidaria"
"759","Psolus cherbonnieri","Echinodermata"
"760","Peniagone vignoni","Echinodermata"
"761","Cucumaria dudexa","Echinodermata"
"762","Metopoides typicus","Arthropoda"
"763","Myxilla (Burtonanchora) asigmata","Porifera"
"764","Fannyella (Scyphogorgia) abies","Cnidaria"
"765","Sphaerotylus capitatus","Porifera"
"766","Diplasterias octoradiata","Echinodermata"
"767","Ammothea striata","Arthropoda"
"768","Austroraptus juvenilis","Arthropoda"
"769","Camptoplites retiformis","Bryozoa"
"770","Austropallene tcherniai","Arthropoda"
"771","Colossendeis longirostris","Arthropoda"
"772","Euphrosinella cirratoformis","Annelida"
"773","Pareugyrioides arnbackae","Chordata"
"774","Anoplodactylus australis","Arthropoda"
"775","Cuspidaria infelix","Mollusca"
"776","Limopsis scabra","Mollusca"
"777","Trophon minutus","Mollusca"
"778","Artedidraco skottsbergi","Chordata"
"779","Chionobathyscus dewitti","Chordata"
"780","Oediceroides newnesi","Arthropoda"
"781","Ampelisca barnardi","Arthropoda"
"782","Ophioplinthus anceps","Echinodermata"
"783","Galiteuthis glacialis","Mollusca"
"784","Graneledone antarctica","Mollusca"
"785","Galathowenia scotiae","Annelida"
"786","Trophonella scotiana","Mollusca"
"787","Prodoris clavigera","Mollusca"
"788","Pleurotomella innocentia","Mollusca"
"789","Tedania (Tedaniopsis) triraphis","Porifera"
"790","Pseudosagitta maxima","Chaetognatha"
"791","Dendrilla antarctica","Porifera"
"792","Acodontaster marginatus","Echinodermata"
"793","Paralophaster godfroyi","Echinodermata"
"794","Ammothea calmani","Arthropoda"
"795","Ammothea meridionalis","Arthropoda"
"796","Cornucopina polymorpha","Bryozoa"
"797","Rhamphosmittina bassleri","Bryozoa"
"798","Staurotheca glomulosa","Cnidaria"
"799","Pista corrientis","Annelida"
"800","Terebella ehlersi","Annelida"
"801","Vaunthompsonia inermis","Arthropoda"
"802","Hemiaclis incolorata","Mollusca"
"803","Paradmete curta","Mollusca"
"804","Pleurotomella simillima","Mollusca"
"805","Pachycara brachycephalum","Chordata"
"806","Peniagone affinis","Echinodermata"
"807","Leptognathia lineata","Arthropoda"
"808","Polysyncraton chondrilla","Chordata"
"809","Pareledone albimaculata","Mollusca"
"810","Pasiphaea scotiae","Arthropoda"
"811","Grania acanthochaeta","Annelida"
"812","Symplectoscyphus frondosus","Cnidaria"
"813","Cryptocopoides antarctica","Arthropoda"
"814","Lissotesta macknighti","Mollusca"
"815","Cephalodella catellina","Rotifera"
"816","Racovitzanus antarcticus","Arthropoda"
"817","Thelepus cincinnatus","Annelida"
"818","Hemigellius fimbriatus","Porifera"
"819","Notasterias bongraini","Echinodermata"
"820","Bolocera paucicornis","Cnidaria"
"821","Arachnopusia gigantea","Bryozoa"
"822","Ammothea gordonae","Arthropoda"
"823","Camptoplites lewaldi","Bryozoa"
"824","Amphiura (Amphiura) angularis","Echinodermata"
"825","Notoplites vanhoffeni","Bryozoa"
"826","Ophiosteira bullivanti","Echinodermata"
"827","Escharella watersi","Bryozoa"
"828","Pyura setosa","Chordata"
"829","Eumorphometra fraseri","Echinodermata"
"830","Cellarinella edita","Bryozoa"
"831","Oswaldella bifurca","Cnidaria"
"832","Pleurotomella frigida","Mollusca"
"833","Abietinella operculata","Cnidaria"
"834","Leucon (Crymoleucon) intermedius","Arthropoda"
"835","Bathydraco macrolepis","Chordata"
"836","Cygnodraco mawsoni","Chordata"
"837","Echiniphimedia echinata","Arthropoda"
"838","Polycheria antarctica","Arthropoda"
"839","Neoschrammeniella antarctica","Porifera"
"840","Tomopteris carpenteri","Annelida"
"841","Pontocypria helenae","Arthropoda"
"842","Amperima robusta","Echinodermata"
"843","Belaturricula ergata","Mollusca"
"844","Epitonium eltanini","Mollusca"
"845","Anatoma amoena","Mollusca"
"846","Lissotesta similis","Mollusca"
"847","Auricularia antarctica","Echinodermata"
"848","Scina borealis","Arthropoda"
"849","Antimora rostrata","Chordata"
"850","Sterechinus dentifer","Echinodermata"
"851","Achelia communis","Arthropoda"
"852","Austrodecus macrum","Arthropoda"
"853","Polysyncraton trivolutum","Chordata"
"854","Nothria abyssia","Annelida"
"855","Toretocheilum turbinatum","Bryozoa"
"856","Euchone pallida","Annelida"
"857","Dolichiscus hiemalis","Arthropoda"
"858","Leaena wandelensis","Annelida"
"859","Archiconchoecemma simula","Arthropoda"
"860","Toledonia elata","Mollusca"
"861","Pygoscelis antarcticus","Chordata"
"862","Andaniotes linearis","Arthropoda"
"863","Liljeborgia georgiana","Arthropoda"
"864","Oradarea walkeri","Arthropoda"
"865","Gaetanus tenuispinus","Arthropoda"
"866","Pallenopsis villosa","Arthropoda"
"867","Ophiomastus meridionalis","Echinodermata"
"868","Ophiura lenticularis","Echinodermata"
"869","Anthomastus bathyproctus","Cnidaria"
"870","Tisbe prolata","Arthropoda"
"871","Trulliobdella capitis","Annelida"
"872","Callochiton steinenii","Mollusca"
"873","Cativella bensoni","Arthropoda"
"874","Primnoisis (Primnoisis) fragilis","Cnidaria"
"875","Cumella emergens","Arthropoda"
"876","Proceroecia brachyaskos","Arthropoda"
"877","Leitoscoloplos kerguelensis","Annelida"
"878","Hemigellius bidens","Porifera"
"879","Amphiura algida","Echinodermata"
"880","Isosicyonis alba","Cnidaria"
"881","Trachythyone bouvetensis","Echinodermata"
"882","Reteporella gelida","Bryozoa"
"883","Reteporella longichila","Bryozoa"
"884","Aegiochus glacialis","Arthropoda"
"885","Leptanthura glacialis","Arthropoda"
"886","Eudorella gracilior","Arthropoda"
"887","Falsilunatia fartilis","Mollusca"
"888","Prosipho elongatus","Mollusca"
"889","Ampelisca hemicryptops","Arthropoda"
"890","Collettea antarctica","Arthropoda"
"891","Philomedes heptathrix","Arthropoda"
"892","Neocalanus tonsus","Arthropoda"
"893","Paraeuchaeta tycodesma","Arthropoda"
"894","Rhynchonereella bongraini","Annelida"
"895","Cerithiella antarctica","Mollusca"
"896","Debroyerella fougneri","Arthropoda"
"897","Echinopsolus acutus","Echinodermata"
"898","Echinopsolus mollis","Echinodermata"
"899","Orchomenella franklini","Arthropoda"
"900","Epimeria (Laevepimeria) walkeri","Arthropoda"
"901","Pleuromamma robusta","Arthropoda"
"902","Elpidia glacialis","Echinodermata"
"903","Molpadia musculus","Echinodermata"
"904","Typhlotanais mixtus","Arthropoda"
"905","Baseodiscus antarcticus","Nemertea"
"906","Amphipneustes similis","Echinodermata"
"907","Dermatreton scotti","Porifera"
"908","Microxina phakellioides","Porifera"
"909","Myxilla (Ectyomyxilla) mariana","Porifera"
"910","Polymastia isidis","Porifera"
"911","Camptoplites latus","Bryozoa"
"912","Eurycyde antarctica","Arthropoda"
"913","Austropallene cristata","Arthropoda"
"914","Amastigia antarctica","Bryozoa"
"915","Amphiura deficiens","Echinodermata"
"916","Glaciacantha doederleini","Echinodermata"
"917","Oswaldella incognita","Cnidaria"
"918","Leucon (Crymoleucon) sagitta","Arthropoda"
"919","Campylaspis quadriplicata","Arthropoda"
"920","Aegires albus","Mollusca"
"921","Dickdellia labioflecta","Mollusca"
"922","Eumetula dilecta","Mollusca"
"923","Falsilunatia falklandica","Mollusca"
"924","Onoba paucilirata","Mollusca"
"925","Pseudokellya cardiformis","Mollusca"
"926","Skenella paludinoides","Mollusca"
"927","Manithyris rossi","Brachiopoda"
"928","Monoculodes curtipediculus","Arthropoda"
"929","Eusirus microps","Arthropoda"
"930","Ainigmaptilon antarcticum","Cnidaria"
"931","Ophioplinthus tuberosa","Echinodermata"
"932","Adelieledone polymorpha","Mollusca"
"933","Pareledone panchroma","Mollusca"
"934","Oswaldella laertesi","Cnidaria"
"935","Echinopsolus charcoti","Echinodermata"
"936","Epimeria (Hoplepimeria) georgiana","Arthropoda"
"937","Charcotia obesa","Arthropoda"
"938","Habrotrocha angularis","Rotifera"
"939","Scaphocalanus brevicornis","Arthropoda"
"940","Spinocalanus abyssalis","Arthropoda"
"941","Spinocalanus magnus","Arthropoda"
"942","Glycera capitata","Annelida"
"943","Polynoe laevis","Annelida"
"944","Travisiopsis levinseni","Annelida"
"945","Microxina charcoti","Porifera"
"946","Lissodendoryx (Ectyodoryx) nobilis","Porifera"
"947","Plocamionida gaussiana","Porifera"
"948","Pseudosuberites exalbicans","Porifera"
"949","Gaussaster antarcticus","Echinodermata"
"950","Pergamaster incertus","Echinodermata"
"951","Cilunculus cactoides","Arthropoda"
"952","Austropallene gracilipes","Arthropoda"
"953","Colossendeis scotti","Arthropoda"
"954","Corella eumyota","Chordata"
"955","Leptoecia benthaliana","Annelida"
"956","Isometra graminea","Echinodermata"
"957","Procampylaspis compressa","Arthropoda"
"958","Bathyarca sinuata","Mollusca"
"959","Belaturricula turrita","Mollusca"
"960","Lophiotoma pseudoannulata","Mollusca"
"961","Obscuranella papyrodes","Mollusca"
"962","Prosipho tuberculatus","Mollusca"
"963","Streptocionella pluralis","Mollusca"
"964","Epsilonema cyrtum","Nematoda"
"965","Ophiuroglypha ambigua","Echinodermata"
"966","Aristias antarcticus","Arthropoda"
"967","Anchiphimedia dorsalis","Arthropoda"
"968","Stegophiura elevata","Echinodermata"
"969","Thaumeledone brevis","Mollusca"
"970","Tractolira delli","Mollusca"
"971","Cyclochlamys hexagonalis","Mollusca"
"972","Pterocirrus hunteri","Annelida"
"973","Flustra anguloavicularis","Bryozoa"
"974","Klugeflustra vanhoeffeni","Bryozoa"
"975","Cellarinella laytoni","Bryozoa"
"976","Cytheropteron (Loxoreticulatum) fallax","Arthropoda"
"977","Volvarina ealesae","Mollusca"
"978","Primnoisis (Delicatisis) delicatula","Cnidaria"
"979","Lucicutia ovalis","Arthropoda"
"980","Scolecithricella minor","Arthropoda"
"981","Ellisina antarctica","Bryozoa"
"982","Puncturella noachina","Mollusca"
"983","Amphiporus multihastatus","Nemertea"
"984","Deontostoma aucklandiae","Nematoda"
"985","Haliclona penicillata","Porifera"
"986","Microxina lanceolata","Porifera"
"987","Stelletta maori","Porifera"
"988","Smilasterias triremis","Echinodermata"
"989","Acodontaster elongatus","Echinodermata"
"990","Austroraptus praecox","Arthropoda"
"991","Caenagnesia bocki","Chordata"
"992","Colossendeis hoeki","Arthropoda"
"993","Cystodytes antarcticus","Chordata"
"994","Osthimosia fusticula","Bryozoa"
"995","Aplidium cyaneum","Chordata"
"996","Aplidium falklandicum","Chordata"
"997","Austrophyllum charcoti","Annelida"
"998","Reteporella hippocrepis","Bryozoa"
"999","Smittina incernicula","Bryozoa"
"1000","Smittoidea pugiuncula","Bryozoa"
"1001","Chitinopomoides wilsoni","Annelida"
"1002","Austrosignum glaciale","Arthropoda"
"1003","Diplasterias brandti","Echinodermata"
"1004","Acteon antarcticus","Mollusca"
"1005","Eumetula strebeli","Mollusca"
"1006","Limatula ovalis","Mollusca"
"1007","Epsilonema docidocricum","Nematoda"
"1008","Euphausia triacantha","Arthropoda"
"1009","Melphidippa antarctica","Arthropoda"
"1010","Ceradocoides chiltoni","Arthropoda"
"1011","Pseudiphimediella nodosa","Arthropoda"
"1012","Syrrhoe psychrophila","Arthropoda"
"1013","Pallenopsis spicata","Arthropoda"
"1014","Oneirophanta setigera","Echinodermata"
"1015","Gaetanus brevispinus","Arthropoda"
"1016","Solidosagitta marri","Chaetognatha"
"1017","Thouarella (Thouarella) variabilis","Cnidaria"
"1018","Mimoscina setosa","Arthropoda"
"1019","Myxilla (Burtonanchora) lissostyla","Porifera"
"1020","Pseudoamallothrix ovata","Arthropoda"
"1021","Scaphocalanus antarcticus","Arthropoda"
"1022","Pseudocyclopina belgicae","Arthropoda"
"1023","Paraheterorhabdus robustus","Arthropoda"
"1024","Grania algida","Annelida"
"1025","Microcythere frigida","Arthropoda"
"1026","Caprellinoides tristanensis","Arthropoda"
"1027","Dendroperistoma projecta","Bryozoa"
"1028","Typhlotanais cornutus","Arthropoda"
"1029","Staurocucumis turqueti","Echinodermata"
"1030","Epimeria (Subepimeria) puncticulata","Arthropoda"
"1031","Curnon granulosa","Mollusca"
"1032","Typhloscolex muelleri","Annelida"
"1033","Abatus philippii","Echinodermata"
"1034","Pilematechinus vesica","Echinodermata"
"1035","Pseudechinus magellanicus","Echinodermata"
"1036","Mycale (Carmia) gaussiana","Porifera"
"1037","Hymedesmia (Hymedesmia) decepta","Porifera"
"1038","Pteraster affinis","Echinodermata"
"1039","Ampharete kerguelensis","Annelida"
"1040","Ammothea allopodes","Arthropoda"
"1041","Camptoplites rectilinearis","Bryozoa"
"1042","Notoplites uniserialis","Bryozoa"
"1043","Exallozoon simplicissimum","Bryozoa"
"1044","Ophiura rouchi","Echinodermata"
"1045","Aglaophamus macroura","Annelida"
"1046","Pyura squamata","Chordata"
"1047","Alcyonidium flabelliforme","Bryozoa"
"1048","Lacerna watersi","Bryozoa"
"1049","Reteporella parva","Bryozoa"
"1050","Aimulosia antarctica","Bryozoa"
"1051","Smittina rogickae","Bryozoa"
"1052","Antarcturus polaris","Arthropoda"
"1053","Cymodocella tubicauda","Arthropoda"
"1054","Diastylis mawsoni","Arthropoda"
"1055","Belaturricula gaini","Mollusca"
"1056","Notoficula bouveti","Mollusca"
"1057","Toledonia palmeri","Mollusca"
"1058","Torellia cornea","Mollusca"
"1059","Torellia insignis","Mollusca"
"1060","Pseudomma belgicae","Arthropoda"
"1061","Symplectoscyphus liouvillei","Cnidaria"
"1062","Akarotaxis nudiceps","Chordata"
"1063","Pogonophryne marmorata","Chordata"
"1064","Bathydraco scotiae","Chordata"
"1065","Amphithyris hallettensis","Brachiopoda"
"1066","Echiniphimedia scotti","Arthropoda"
"1067","Oradarea acuminata","Arthropoda"
"1068","Metopoides heterostylis","Arthropoda"
"1069","Acanthonotozomoides oatesi","Arthropoda"
"1070","Pallenopsis lateralia","Arthropoda"
"1071","Pogonophryne albipinna","Chordata"
"1072","Cnidanthus polaris","Cnidaria"
"1073","Pareledone subtilis","Mollusca"
"1074","Vibilia antarctica","Arthropoda"
"1075","Amphitrite kerguelensis","Annelida"
"1076","Praxillella kerguelensis","Annelida"
"1077","Euaugaptilus antarcticus","Arthropoda"
"1078","Euchirella rostromagna","Arthropoda"
"1079","Siphonodentalium dalli","Mollusca"
"1080","Paralabidocera grandispina","Arthropoda"
"1081","Scaphocalanus farrani","Arthropoda"
"1082","Austrotrachyleberis antarctica","Arthropoda"
"1083","Macroscapha turbida","Arthropoda"
"1084","Plesiothoa calculosa","Bryozoa"
"1085","Brookula pfefferi","Mollusca"
"1086","Laevilitorina antarctica","Mollusca"
"1087","Pseudoscalibregma bransfieldium","Annelida"
"1088","Mycale (Mycale) fibrosa","Porifera"
"1089","Aplidium caeruleum","Chordata"
"1090","Lonchotaster tartareus","Echinodermata"
"1091","Artemisina apollinis","Porifera"
"1092","Pseudosuberites montiniger","Porifera"
"1093","Nephasoma (Nephasoma) diaphanes","Sipuncula"
"1094","Bathyteuthis abyssicola","Mollusca"
"1095","Torellia delicata","Mollusca"
"1096","Greeffiella antarctica","Nematoda"
"1097","Biemna chilensis","Porifera"
"1098","Guitarra dendyi","Porifera"
"1099","Ophiomastus serratus","Echinodermata"
"1100","Distaplia colligans","Chordata"
"1101","Osthimosia mariae","Bryozoa"
"1102","Nymphon unguiculatum","Arthropoda"
"1103","Aplidium loricatum","Chordata"
"1104","Ophiosteira debitor","Echinodermata"
"1105","Isoschizoporella secunda","Bryozoa"
"1106","Escharella mamillata","Bryozoa"
"1107","Culeolus murrayi","Chordata"
"1108","Hydractinia angusta","Cnidaria"
"1109","Smittina anecdota","Bryozoa"
"1110","Smittina obicullata","Bryozoa"
"1111","Antarcturus furcatus","Arthropoda"
"1112","Natatolana meridionalis","Arthropoda"
"1113","Pista godfroyi","Annelida"
"1114","Golfingia (Golfingia) muricaudata","Sipuncula"
"1115","Primno macropa","Arthropoda"
"1116","Eudorella sordida","Arthropoda"
"1117","Haliclona (Reniera) altera","Porifera"
"1118","Admete haini","Mollusca"
"1119","Amauropsis anderssoni","Mollusca"
"1120","Bathyberthella antarctica","Mollusca"
"1121","Prosipho hedleyi","Mollusca"
"1122","Solariella antarctica","Mollusca"
"1123","Toledonia punctata","Mollusca"
"1124","Notasterias pedicellaris","Echinodermata"
"1125","Paralophaster lorioli","Echinodermata"
"1126","Paraphoxus pyripes","Arthropoda"
"1127","Torometopa antarctica","Arthropoda"
"1128","Tryphosites chevreuxi","Arthropoda"
"1129","Rhachotropis antarctica","Arthropoda"
"1130","Tanaopsis kerguelenensis","Arthropoda"
"1131","Leptognathia glandiceps","Arthropoda"
"1132","Paratyphlotanais alveolus","Arthropoda"
"1133","Hymenaster caelatus","Echinodermata"
"1134","Aetideopsis minor","Arthropoda"
"1135","Harpacticus furcifer","Arthropoda"
"1136","Tisbe spinulosa","Arthropoda"
"1137","Glyptonotus acutus","Arthropoda"
"1138","Cirroctopus glacialis","Mollusca"
"1139","Scina antarctica","Arthropoda"
"1140","Oncaea brocha","Arthropoda"
"1141","Onchocalanus wolfendeni","Arthropoda"
"1142","Pleurobdella varituberculata","Annelida"
"1143","Paradoxostoma hypselum","Arthropoda"
"1144","Nodoconcha minuta","Arthropoda"
"1145","Buffonellodes antarctica","Bryozoa"
"1146","Cerithiella seymouriana","Mollusca"
"1147","Neopolynoe antarctica","Annelida"
"1148","Molotanaissus makrotrichos","Arthropoda"
"1149","Parakanthophoreus multiserratus","Arthropoda"
"1150","Primnoisis (Delicatisis) gracilis","Cnidaria"
"1151","Alexandrella schellenbergi","Arthropoda"
"1152","Lafoea dumosa","Cnidaria"
"1153","Psychropotes longicauda","Echinodermata"
"1154","Oncaea englishi","Arthropoda"
"1155","Triconia conifera","Arthropoda"
"1156","Guitarra fimbriata","Porifera"
"1157","Stercorarius skua","Chordata"
"1158","Leucettusa lancifera","Porifera"
"1159","Lissodendoryx (Lissodendoryx) innominata","Porifera"
"1160","Cladothenea andriashevi","Porifera"
"1161","Caulophacus (Caulophacus) antarcticus","Porifera"
"1162","Ammothea gigantea","Arthropoda"
"1163","Notoplites watersi","Bryozoa"
"1164","Amphiblestrum rossi","Bryozoa"
"1165","Ellisina constantia","Bryozoa"
"1166","Molgula euplicata","Chordata"
"1167","Ophiomastus bispinosus","Echinodermata"
"1168","Nymphon adareanum","Arthropoda"
"1169","Aplidium fuegiense","Chordata"
"1170","Pycnogonum platylophum","Arthropoda"
