"","V1","V2"
"1747","Pseudotiron livingstonae","Arthropoda"
"1748","Syrrhoites bowdeni","Arthropoda"
"1749","Scaphodactylus carinatus","Arthropoda"
"1750","Phialella belgicae","Cnidaria"
"1751","Euphrosinopsis antarctica","Annelida"
"1752","Orchomenella goniops","Arthropoda"
"1753","Antarctophiline alata","Mollusca"
"1754","Physeter macrocephalus","Chordata"
"1755","Thalassarche chrysostoma","Chordata"
"1756","Urticina eques","Cnidaria"
"1757","Rozinante fragilis","Arthropoda"
"1758","Eurythenes gryllus","Arthropoda"
"1759","Undeuchaeta major","Arthropoda"
"1760","Euaugaptilus maxillaris","Arthropoda"
"1761","Haloptilus fons","Arthropoda"
"1762","Ctenocalanus vanus","Arthropoda"
"1763","Heterostylites major","Arthropoda"
"1764","Lucicutia curta","Arthropoda"
"1765","Cephalophanes frigidus","Arthropoda"
"1766","Onchocalanus magnus","Arthropoda"
"1767","Serratosagitta serratodentata","Chaetognatha"
"1768","Oithona atlantica","Arthropoda"
"1769","Oithona decipiens","Arthropoda"
"1770","Oithona longispina","Arthropoda"
"1771","Oithona nana","Arthropoda"
"1772","Oithona plumifera","Arthropoda"
"1773","Oithona robusta","Arthropoda"
"1774","Oithona setigera","Arthropoda"
"1775","Oithona simplex","Arthropoda"
"1776","Oithona tenuis","Arthropoda"
"1777","Ogmogaster plicata","Platyhelminthes"
"1778","Sphaeromyxa hellandi","Cnidaria"
"1779","Enoplus michaelseni","Nematoda"
"1780","Astropecten gruveli","Echinodermata"
"1781","Peniagone purpurea","Echinodermata"
"1782","Cryptopsaras couesii","Chordata"
"1783","Agetus flaccus","Arthropoda"
"1784","Farranula gracilis","Arthropoda"
"1785","Oncaea media","Arthropoda"
"1786","Rhynchonereella petersii","Annelida"
"1787","Capitella capitata","Annelida"
"1788","Notomastus latericeus","Annelida"
"1789","Maldane sarsi","Annelida"
"1790","Levinsenia gracilis","Annelida"
"1791","Spiophanes kroyeri","Annelida"
"1792","Syllis armillaris","Annelida"
"1793","Tomopteris cavallii","Annelida"
"1794","Travisiopsis lobifera","Annelida"
"1795","Halisarca dujardinii","Porifera"
"1796","Haliclona (Gellius) glacialis","Porifera"
"1797","Haliclona (Gellius) spongiosa","Porifera"
"1798","Colossendeis gracilis","Arthropoda"
"1799","Endeis mollis","Arthropoda"
"1800","Chuniphyes moserae","Cnidaria"
"1801","Crystallophyes amygdalina","Cnidaria"
"1802","Marrus antarcticus","Cnidaria"
"1803","Facelina dubia","Mollusca"
"1804","Hiatella arctica","Mollusca"
"1805","Hoplopera pusilla","Platyhelminthes"
"1806","Notophryxus ovoides","Arthropoda"
"1807","Hauchiella tribullata","Annelida"
"1808","Monocelis parvula","Platyhelminthes"
"1809","Platynereis magalhaensis","Annelida"
"1810","Amphiporus spinosus","Nemertea"
"1811","Kali indica","Chordata"
"1812","Ctenocidaris speciosa","Echinodermata"
"1813","Notocidaris gaussensis","Echinodermata"
"1814","Anoplostoma campbelli","Nematoda"
"1815","Anoplostoma dubium","Nematoda"
"1816","Anticoma columba","Nematoda"
"1817","Anticoma tenuis","Nematoda"
"1818","Calyptronema mawsoni","Nematoda"
"1819","Tricoma (Quadricoma) avicapitata","Nematoda"
"1820","Elzalia tenuis","Nematoda"
"1821","Odontophora polaris","Nematoda"
"1822","Austronema spirurum","Nematoda"
"1823","Megapogon pollicaris","Porifera"
"1824","Haliclona (Soestella) arenata","Porifera"
"1825","Hemigellius calyx","Porifera"
"1826","Rhabderemia antarctica","Porifera"
"1827","Isodictya doryphora","Porifera"
"1828","Myxilla (Ectyomyxilla) chilensis","Porifera"
"1829","Psammochela chaliniformis","Porifera"
"1830","Caulophacus (Caulodiscus) valdiviae","Porifera"
"1831","Rossella vanhoeffeni","Porifera"
"1832","Aspidostoma giganteum","Bryozoa"
"1833","Camptoplites giganteus","Bryozoa"
"1834","Colossendeis tenuipedis","Arthropoda"
"1835","Ophiacantha paramedea","Echinodermata"
"1836","Didemnum studeri","Chordata"
"1837","Euphrosine armadilloides","Annelida"
"1838","Euphrosine echidna","Annelida"
"1839","Pherusa kerguelarum","Annelida"
"1840","Glycera kerguelensis","Annelida"
"1841","Osthimosia notialis","Bryozoa"
"1842","Sycozoa georgiana","Chordata"
"1843","Nymphon compactum","Arthropoda"
"1844","Sycozoa sigillinoides","Chordata"
"1845","Thouarella (Thouarella) antarctica","Cnidaria"
"1846","Axiothella antarctica","Annelida"
"1847","Maldanella antarctica","Annelida"
"1848","Romancheina barica","Bryozoa"
"1849","Exochella rogickae","Bryozoa"
"1850","Anchinothria pycnobranchiata","Annelida"
"1851","Leitoscoloplos mawsoni","Annelida"
"1852","Crisia sinclarensis","Bryozoa"
"1853","Styela glans","Chordata"
"1854","Styela wandeli","Chordata"
"1855","Disporella octoradiata","Bryozoa"
"1856","Hornera smitti","Bryozoa"
"1857","Idmidronea antarctica","Bryozoa"
"1858","Peniagone vitrea","Echinodermata"
"1859","Peniagone wiltoni","Echinodermata"
"1860","Synallactes robertsoni","Echinodermata"
"1861","Tubulipora organisans","Bryozoa"
"1862","Tubulipora tubigera","Bryozoa"
"1863","Paranaitis bowersi","Annelida"
"1864","Fenestrulina antarctica","Bryozoa"
"1865","Apiophragma hyalina","Bryozoa"
"1866","Reteporella lepralioides","Bryozoa"
"1867","Reteporella protecta","Bryozoa"
"1868","Brettiopsis triplex","Bryozoa"
"1869","Eunoe anderssoni","Annelida"
"1870","Austrolaenilla setobarba","Annelida"
"1871","Eunoe hartmanae","Annelida"
"1872","Hippomonavella pellucidula","Bryozoa"
"1873","Harmothoe crosetensis","Annelida"
"1874","Jasmineira caeca","Annelida"
"1875","Oriopsis limbata","Annelida"
"1876","Chaetarcturus bovinus","Arthropoda"
"1877","Oswaldella tottoni","Cnidaria"
"1878","Pantachogon scotti","Cnidaria"
"1879","Nerinopsis hystricosa","Annelida"
"1880","Natatolana obtusata","Arthropoda"
"1881","Exogone heterosetosa","Annelida"
"1882","Eurysyllis ehlersi","Annelida"
"1883","Aporocidaris antarctica","Echinodermata"
"1884","Thelepides venustus","Annelida"
"1885","Eisothistos antarcticus","Arthropoda"
"1886","Ectias turqueti","Arthropoda"
"1887","Acutiserolis spinosa","Arthropoda"
"1888","Austroniscus ovalis","Arthropoda"
"1889","Pseudoconchoecia serrulata","Arthropoda"
"1890","Pseudo vanhoeffeni","Arthropoda"
"1891","Ophiernus vallincola","Echinodermata"
"1892","Antimargarita smithiana","Mollusca"
"1893","Belalora thielei","Mollusca"
"1894","Calliotropis eltanini","Mollusca"
"1895","Conorbela antarctica","Mollusca"
"1896","Cuthona georgiana","Mollusca"
"1897","Falsitromina bella","Mollusca"
"1898","Miomelon turnerae","Mollusca"
"1899","Nacella kerguelenensis","Mollusca"
"1900","Onoba grisea","Mollusca"
"1901","Pleurotomella annulata","Mollusca"
"1902","Skenella umbilicata","Mollusca"
"1903","Pterodroma lessonii","Chordata"
"1904","Pterodroma macroptera","Chordata"
"1905","Parandania boecki","Arthropoda"
"1906","Oithona attenuata","Arthropoda"
"1907","Gaetanus kruppii","Arthropoda"
"1908","Amblyops antarcticus","Arthropoda"
"1909","Mysidetes brachylepis","Arthropoda"
"1910","Desmoscolex articulatus","Nematoda"
"1911","Desmodorella abyssorum","Nematoda"
"1912","Hebella striata","Cnidaria"
"1913","Symplectoscyphus anae","Cnidaria"
"1914","Clathrozoella drygalskii","Cnidaria"
"1915","Antarctoscyphus admirabilis","Cnidaria"
"1916","Lycenchelys antarctica","Chordata"
"1917","Krefftichthys anderssoni","Chordata"
"1918","Paraliparis macrocephalus","Chordata"
"1919","Trematomus tokarevi","Chordata"
"1920","Protomyctophum bolini","Chordata"
"1921","Compsothyris ballenyi","Brachiopoda"
"1922","Schraderia serraticauda","Arthropoda"
"1923","Byblisoides juxtacornis","Arthropoda"
"1924","Haplocheira barbimana","Arthropoda"
"1925","Orchestoidea tuberculata","Arthropoda"
"1926","Uristes gigas","Arthropoda"
"1927","Pseudododecas bowmani","Arthropoda"
"1928","Jassa alonsoae","Arthropoda"
"1929","Parharpinia obliqua","Arthropoda"
"1930","Paraceradocus ramulus","Arthropoda"
"1931","Monoculodes antarcticus","Arthropoda"
"1932","Parapanoploea oxygnathia","Arthropoda"
"1933","Parandania gigantea","Arthropoda"
"1934","Gnathiphimedia incerta","Arthropoda"
"1935","Echiniphimedia barnardi","Arthropoda"
"1936","Ampelisca richardsoni","Arthropoda"
"1937","Cheirimedon crenatipalmatus","Arthropoda"
"1938","Trachythyone maxima","Echinodermata"
"1939","Epigamia charcoti","Annelida"
"1940","Gennadas kempi","Arthropoda"
"1941","Protanaissus longidactylus","Arthropoda"
"1942","Neotanais antarcticus","Arthropoda"
"1943","Chauliopleona nickeli","Arthropoda"
"1944","Torquella parangularis","Arthropoda"
"1945","Aplidium circumvolutum","Chordata"
"1946","Hypsistozoa fasmeriana","Chordata"
"1947","Molgula malvinensis","Chordata"
"1948","Styela schmitti","Chordata"
"1949","Elthusa vulgaris","Arthropoda"
"1950","Caecognathia antarctica","Arthropoda"
"1951","Fissarcturus rossi","Arthropoda"
"1952","Notopais spicatus","Arthropoda"
"1953","Ihlea magalhanica","Chordata"
"1954","Binoraphorus geminolobotus","Annelida"
"1955","Atherina boyeri","Chordata"
"1956","Paraliparis antarcticus","Chordata"
"1957","Cryothenia amphitreta","Chordata"
"1958","Bufoceratias wedli","Chordata"
"1959","Bathypathes bifida","Cnidaria"
"1960","Ainigmaptilon wallini","Cnidaria"
"1961","Dictyocladium reticulatum","Cnidaria"
"1962","Stylopathes columnaris","Cnidaria"
"1963","Scleroconcha gallardoi","Arthropoda"
"1964","Garrodia nereis","Chordata"
"1965","Slosarczykovia circumantarctica","Mollusca"
"1966","Pareledone harrissoni","Mollusca"
"1967","Lanceola clausii","Arthropoda"
"1968","Helicosiphon biscoeensis","Annelida"
"1969","Ophryotrocha claparedei","Annelida"
"1970","Vanadis antarctica","Annelida"
"1971","Exogone anomalochaeta","Annelida"
"1972","Epiherpia vixinsignis","Mollusca"
"1973","Dorymenia tetradoryata","Mollusca"
"1974","Lyratoherpia carinata","Mollusca"
"1975","Neomenia proprietecta","Mollusca"
"1976","Tonrometra spinulifera","Echinodermata"
"1977","Corynosoma hamanni","Acanthocephala"
"1978","Metacanthocephalus campbelli","Acanthocephala"
"1979","Amallothrix dentipes","Arthropoda"
"1980","Chiridius polaris","Arthropoda"
"1981","Hyperoodon planifrons","Chordata"
"1982","Oncaea olsoni","Arthropoda"
"1983","Parorchites zederi","Platyhelminthes"
"1984","Pseudoamallothrix hadrosoma","Arthropoda"
"1985","Weltnerium bouvieri","Arthropoda"
"1986","Xanthocalanus harpagatus","Arthropoda"
"1987","Notholca foliacea","Rotifera"
"1988","Pasiphaea acutifrons","Arthropoda"
"1989","Rossidrilus terraenovae","Annelida"
"1990","Torodrilus gelidus","Annelida"
"1991","Mooreobdellina rugosa","Annelida"
"1992","Notobdella nototheniae","Annelida"
"1993","Neolithodes yaldwyni","Arthropoda"
"1994","Parvamussium maorium","Mollusca"
"1995","Austrocythere reticulotuberculata","Arthropoda"
"1996","Pseudocythereis spinifera","Arthropoda"
"1997","Procythereis robusta","Arthropoda"
"1998","Paracytherois vanhoeffeni","Arthropoda"
"1999","Macroscapha inaequata","Arthropoda"
"2000","Folia gigas","Chordata"
"2001","Sigmops bathyphilus","Chordata"
"2002","Trophon paucilamellatus","Mollusca"
"2003","Nebalia longicornis","Arthropoda"
"2004","Bathyeliasona nigra","Annelida"
"2005","Pleurotomella deliciosa","Mollusca"
"2006","Celleporina granum","Bryozoa"
"2007","Smittina obicullatoidea","Bryozoa"
"2008","Disporella canaliculata","Bryozoa"
"2009","Osthimosia rogicki","Bryozoa"
"2010","Arachnopusia monoceros","Bryozoa"
"2011","Exidmonea atlantica","Bryozoa"
"2012","Sclerodomus gracilis","Bryozoa"
"2013","Typhlotanais adipatus","Arthropoda"
"2014","Aplidium pererratum","Chordata"
"2015","Jassa barnardi","Arthropoda"
"2016","Lipkius holthuisi","Arthropoda"
"2017","Dibothriocephalus coatsi","Platyhelminthes"
"2018","Orygmatobothrium wyatti","Platyhelminthes"
"2019","Muusoctopus eureka","Mollusca"
"2020","Psolus byrdae","Echinodermata"
"2021","Crucella scotiae","Echinodermata"
"2022","Thurstonella chelata","Arthropoda"
"2023","Beroe ovale","Ctenophora"
"2024","Coulmannia rossensis","Arthropoda"
"2025","Adoncholaimus crassicaudus","Nematoda"
"2026","Halomonhystera uniformis","Nematoda"
"2027","Eleutherolaimus grahami","Nematoda"
"2028","Loxocythere scaphoides","Arthropoda"
"2029","Turbonilla polaris","Mollusca"
"2030","Ptilocrinus (Chambersaecrinus) brucei","Echinodermata"
"2031","Sigmodota contorta","Echinodermata"
"2032","Gymnoscalpellum klepalae","Arthropoda"
"2033","Anchinothria hiatidentata","Annelida"
"2034","Beania livingstonei","Bryozoa"
"2035","Buffonellodes umbonata","Bryozoa"
"2036","Ekpontocypris mcmurdoensis","Arthropoda"
"2037","Orthopolycope brevis","Arthropoda"
"2038","Sosane kerguelensis","Annelida"
"2039","Paulasterias tyleri","Echinodermata"
"2040","Ophelina setigera","Annelida"
"2041","Desmodorella balteata","Nematoda"
"2042","Microlaimus korari","Nematoda"
"2043","Tetrabothrius (Culmenamniculus) cylindraceus","Platyhelminthes"
"2044","Epimeria (Hoplepimeria) larsi","Arthropoda"
"2045","Epimeria (Drakepimeria) cleo","Arthropoda"
"2046","Chaetocirratulus abyssalis","Annelida"
"2047","Chaetozone homosetosa","Annelida"
"2048","Pallenopsis gracilis","Arthropoda"
"2049","Lepadella triptera","Rotifera"
"2050","Raspailia (Hymeraphiopsis) hentscheli","Porifera"
"2051","Lissodendoryx (Ectyodoryx) calcinaiae","Porifera"
"2052","Diomedea exulans","Chordata"
"2053","Ampelisca eschrichtii","Arthropoda"
"2054","Jassa falcata","Arthropoda"
"2055","Abyssorchomene abyssorum","Arthropoda"
"2056","Cyphocaris richardi","Arthropoda"
"2057","Cnemidocarpa bythia","Chordata"
"2058","Clausocalanus arcuicornis","Arthropoda"
"2059","Metridia princeps","Arthropoda"
"2060","Spinocalanus spinosus","Arthropoda"
"2061","Oithona fallax","Arthropoda"
"2062","Oithona hamata","Arthropoda"
"2063","Paralomis spectabilis","Arthropoda"
"2064","Euterpina acutifrons","Arthropoda"
"2065","Longipedia weberi","Arthropoda"
"2066","Boreomysis bispinosa","Arthropoda"
"2067","Desmoscolex amaurus","Nematoda"
"2068","Thalassomonhystera parva","Nematoda"
"2069","Steineria pilosa","Nematoda"
"2070","Enoplus paralittoralis","Nematoda"
"2071","Ophiura flagellata","Echinodermata"
"2072","Taaningichthys bathyphilus","Chordata"
"2073","Borostomias antarcticus","Chordata"
"2074","Conchoecissa symmetrica","Arthropoda"
"2075","Pseudocythere caudata","Arthropoda"
"2076","Epicalymma schmitti","Arthropoda"
"2077","Epicalymma umbonata","Arthropoda"
"2078","Oncaea longiseta","Arthropoda"
"2079","Oncaea parila","Arthropoda"
"2080","Vanadis longissima","Annelida"
"2081","Phyllodoce madeirensis","Annelida"
"2082","Hyalopomatus marenzelleri","Annelida"
"2083","Amphitrite cirrata","Annelida"
"2084","Travisiopsis lanceolata","Annelida"
"2085","Colossendeis angusta","Arthropoda"
"2086","Araphura brevimanus","Arthropoda"
"2087","Peraeospinosus kerguelenensis","Arthropoda"
"2088","Trapezium oblongum","Mollusca"
"2089","Aora typica","Arthropoda"
"2090","Lecane closterocerca","Rotifera"
"2091","Pseudostichopus mollis","Echinodermata"
"2092","Maupasia coeca","Annelida"
"2093","Pterois volitans","Chordata"
"2094","Antrechinus nordenskjoldi","Echinodermata"
"2095","Anticoma kerguelensis","Nematoda"
"2096","Thoracostoma setosum","Nematoda"
"2097","Eurystomina fenestella","Nematoda"
"2098","Euchromadora denticulata","Nematoda"
"2099","Leptolaimus antarcticus","Nematoda"
"2100","Desmoscolex frigidus","Nematoda"
"2101","Desmolaimus macrocirculus","Nematoda"
"2102","Laxus septentrionalis","Nematoda"
"2103","Usarpnema auriculatum","Nematoda"
"2104","Halisarca magellanica","Porifera"
"2105","Lissodendoryx (Lissodendoryx) minuta","Porifera"
"2106","Stelletta crater","Porifera"
"2107","Rossella schulzei","Porifera"
"2108","Beania challengeri","Bryozoa"
"2109","Beania scotti","Bryozoa"
"2110","Camptoplites areolatus","Bryozoa"
"2111","Cornucopina lata","Bryozoa"
"2112","Klugella buski","Bryozoa"
"2113","Balanophyllia (Balanophyllia) chnous","Cnidaria"
"2114","Notoplites klugei","Bryozoa"
"2115","Amastigia cabereoides","Bryozoa"
"2116","Melinnoides nelsoni","Annelida"
"2117","Amastigia gaussi","Bryozoa"
"2118","Amastigia solida","Bryozoa"
"2119","Colossendeis scoresbii","Arthropoda"
"2120","Melicerita digeronimoi","Bryozoa"
"2121","Cibacapsa gulosa","Chordata"
"2122","Osthimosia malingae","Bryozoa"
"2123","Osthimosia phalacrocoraca","Bryozoa"
"2124","Primnoella antarctica","Cnidaria"
"2125","Synoicum georgianum","Chordata"
"2126","Pyura obesa","Chordata"
"2127","Dicarpa tricostata","Chordata"
"2128","Crisia kerguelensis","Bryozoa"
"2129","Hastingsia gracilis","Bryozoa"
"2130","Trachythyone parva","Echinodermata"
"2131","Idmidronea pseudocrisina","Bryozoa"
"2132","Stomatopora eburnea","Bryozoa"
"2133","Eteone sculpta","Annelida"
"2134","Lacerna hosteensis","Bryozoa"
"2135","Fenestrulina crystallina","Bryozoa"
"2136","Cellarinella latilaminata","Bryozoa"
"2137","Hippadenella inerma","Bryozoa"
"2138","Mitrocomella frigida","Cnidaria"
"2139","Eucranta mollis","Annelida"
"2140","Eunoe abyssorum","Annelida"
"2141","Smittina diffidentia","Bryozoa"
"2142","Smittina glebula","Bryozoa"
"2143","Antarctoscyphus biformis","Cnidaria"
"2144","Symplectoscyphus naumovi","Cnidaria"
"2145","Staurotheca polarsterni","Cnidaria"
"2146","Oswaldella antarctica","Cnidaria"
"2147","Oswaldella grandis","Cnidaria"
"2148","Autolytus maclearanus","Annelida"
"2149","Pionosyllis comosa","Annelida"
"2150","Leaena antarctica","Annelida"
"2151","Austrofilius furcatus","Arthropoda"
"2152","Priapulus tuberculatospinosus","Priapulida"
"2153","Munna antarctica","Arthropoda"
"2154","Coulmannia frigida","Arthropoda"
"2155","Asbestopluma (Asbestopluma) obae","Porifera"
"2156","Ceratoserolis trilobitoides","Arthropoda"
"2157","Frontoserolis glacialis","Arthropoda"
"2158","Archiconchoecetta bidens","Arthropoda"
"2159","Eudorella similis","Arthropoda"
"2160","Procampylaspis meridiana","Arthropoda"
"2161","Peniagone incerta","Echinodermata"
"2162","Amauropsis prasina","Mollusca"
"2163","Calliotropis antarctica","Mollusca"
"2164","Lorabela pelseneeri","Mollusca"
"2165","Marseniopsis pacifica","Mollusca"
"2166","Melanella solitaria","Mollusca"
"2167","Nothoadmete consobrina","Mollusca"
"2168","Nuculana inaequisculpta","Mollusca"
"2169","Solariella bathyantarctica","Mollusca"
"2170","Yoldiella sabrina","Mollusca"
"2171","Lucicutia grandis","Arthropoda"
"2172","Pseudochirella hirsuta","Arthropoda"
"2173","Pseudomma armatum","Arthropoda"
"2174","Thoonchus inermis","Nematoda"
"2175","Eurystomina filicolle","Nematoda"
"2176","Daptonema septentrionalis","Nematoda"
"2177","Desmoscolex spinosus","Nematoda"
"2178","Leucon (Macrauloleucon) parasiphonatus","Arthropoda"
"2179","Gynodiastylis jadzewskii","Arthropoda"
"2180","Coryphaenoides ferrieri","Chordata"
"2181","Benthalbella elongata","Chordata"
"2182","Melanostigma vitiazi","Chordata"
"2183","Edentoliparis terraenovae","Chordata"
"2184","Pogonophryne barsukovi","Chordata"
"2185","Euphausia frigida","Arthropoda"
"2186","Pariphimedia normani","Arthropoda"
"2187","Iphimediella bransfieldi","Arthropoda"
"2188","Proharpinia antipoda","Arthropoda"
"2189","Caprella ungulina","Arthropoda"
"2190","Iphimedia pacifica","Arthropoda"
"2191","Paramoera pfefferi","Arthropoda"
"2192","Seba subantarctica","Arthropoda"
"2193","Bovallia gigantea","Arthropoda"
"2194","Syrrhoe nodulosa","Arthropoda"
"2195","Paradexamine fissicauda","Arthropoda"
"2196","Paramoera fissicauda","Arthropoda"
"2197","Oediceroides emarginatus","Arthropoda"
"2198","Alexandrella martae","Arthropoda"
"2199","Oradarea novaezealandiae","Arthropoda"
"2200","Protorchestia nitida","Arthropoda"
"2201","Stegosoladidus ingens","Arthropoda"
"2202","Prothaumatelson nasutum","Arthropoda"
"2203","Pagetina genarum","Arthropoda"
"2204","Metopoides leptomanus","Arthropoda"
"2205","Eclysis similis","Arthropoda"
"2206","Halicreion vanhoffeni","Arthropoda"
"2207","Eusirus laticarpus","Arthropoda"
"2208","Tryphosella macropareia","Arthropoda"
"2209","Pseudorchomene coatsi","Arthropoda"
"2210","Cleonardo longipes","Arthropoda"
"2211","Hippomedon major","Arthropoda"
"2212","Syllis valida","Annelida"
"2213","Benthodytes plana","Echinodermata"
"2214","Ophioplinthus grisea","Echinodermata"
"2215","Bathylepeta linseae","Mollusca"
"2216","Andrognathia plumosa","Arthropoda"
"2217","Chauliopleona armata","Arthropoda"
"2218","Typhlotanais squamiger","Arthropoda"
"2219","Distaplia megathorax","Chordata"
"2220","Eugyra kerguelenensis","Chordata"
"2221","Styela paessleri","Chordata"
"2222","Sycozoa gaimardi","Chordata"
"2223","Aplidiopsis georgianum","Chordata"
"2224","Caecognathia hodgsoni","Arthropoda"
"2225","Edotia tangaroa","Arthropoda"
"2226","Iathrippa sarsi","Arthropoda"
"2227","Pagonana hodgsoni","Arthropoda"
"2228","Alomasoma belyaevi","Annelida"
"2229","Cephalodiscus solidus","Hemichordata"
"2230","Amphiprion percula","Chordata"
"2231","Thouarella (Thouarella) brucei","Cnidaria"
"2232","Paractis papaver","Cnidaria"
"2233","Clathrozoella medeae","Cnidaria"
"2234","Vargula antarctica","Arthropoda"
"2235","Sclerasterias mollis","Echinodermata"
"2236","Proserpinaster neozelanicus","Echinodermata"
"2237","Ophioplinthus mordax","Echinodermata"
"2238","Kondakovia longimana","Mollusca"
"2239","Aphrodita rossi","Annelida"
"2240","Myzostoma antarcticum","Annelida"
"2241","Polygordius antarcticus","Annelida"
"2242","Bispira oatesiana","Annelida"
"2243","Psamathe fauveli","Annelida"
"2244","Dondersia cnidevorans","Mollusca"
"2245","Drepanomenia perticata","Mollusca"
"2246","Metamenia triglandulata","Mollusca"
"2247","Pruvotina uniperata","Mollusca"
"2248","Rhabdoherpia ventromusculata","Mollusca"
"2249","Syngenoherpia sanguicuneosa","Mollusca"
"2250","Euaugaptilus austrinus","Arthropoda"
"2251","Oncaea rotunda","Arthropoda"
"2252","Oncaea setosa","Arthropoda"
"2253","Elytrophalloides oatesi","Platyhelminthes"
"2254","Genolinea bowersi","Platyhelminthes"
"2255","Lepidapedon garrardi","Platyhelminthes"
"2256","Diphyllobothrium mobile","Platyhelminthes"
"2257","Pseudoamallothrix incisa","Arthropoda"
"2258","Pseudochirella mawsoni","Arthropoda"
"2259","Scaphocalanus parantarcticus","Arthropoda"
"2260","Spinocalanus terranovae","Arthropoda"
"2261","Dioithona rigida","Arthropoda"
"2262","Halacarus profundus","Arthropoda"
"2263","Protis brownii","Annelida"
"2264","Ammothea victoriae","Arthropoda"
"2265","Typhlotanais grahami","Arthropoda"
"2266","Bouillonia denhartogi","Cnidaria"
"2267","Krithe (Austrokrithe) magna","Arthropoda"
"2268","Patagonacythere longiducta","Arthropoda"
"2269","Meridionalicythere megalodiscus","Arthropoda"
"2270","Aversovalva antarctica","Arthropoda"
"2271","Cytheropteron antarcticum","Arthropoda"
"2272","Antarcticythere laevior","Arthropoda"
"2273","Paracytherois similis","Arthropoda"
"2274","Macroscapha opaca","Arthropoda"
"2275","Hemicyclops diremptus","Arthropoda"
"2276","Pseudechinus huttoni","Echinodermata"
"2277","Achlyonice monactinica","Echinodermata"
"2278","Rotaria rotatoria","Rotifera"
"2279","Argilloecia obtusata","Arthropoda"
"2280","Crella (Crella) aurantiaca","Porifera"
"2281","Mycale (Aegogropila) denticulata","Porifera"
"2282","Antarctothoa antarctica","Bryozoa"
"2283","Antarctothoa bougainvillei","Bryozoa"
"2284","Aristias excavatus","Arthropoda"
"2285","Chaperiopsis cervicornis","Bryozoa"
"2286","Amastigia crassimarginata","Bryozoa"
"2287","Monoophorum ruseri","Platyhelminthes"
"2288","Neolithodes brodiei","Arthropoda"
"2289","Contracaecum radiatum","Nematoda"
"2290","Trachythyone cynthiae","Echinodermata"
"2291","Notaeolidia depressa","Mollusca"
"2292","Omalogyra burdwoodiana","Mollusca"
"2293","Callyspongia (Callyspongia) dendyi","Porifera"
"2294","Eleutherolaimus macrocirculus","Nematoda"
"2295","Flabegraviera profunda","Annelida"
"2296","Heliconoides inflatus","Mollusca"
"2297","Lissotesta notalis","Mollusca"
"2298","Doliolina (Doliolinetta) resistibilis","Chordata"
"2299","Oligobregma notiale","Annelida"
"2300","Eubranchus adarensis","Mollusca"
"2301","Melinnopsis collaris","Annelida"
"2302","Doloria levis","Arthropoda"
"2303","Pseudotritonia antarctica","Mollusca"
"2304","Halecium exaggeratum","Cnidaria"
"2305","Leucothoe weddellensis","Arthropoda"
"2306","Ditrichocorycaeus aucklandicus","Arthropoda"
"2307","Zeuxo phytalensis","Arthropoda"
"2308","Perspiria septentrionalis","Nematoda"
"2309","Lycopodina vaceleti","Porifera"
"2310","Orchomenella cavimanus","Arthropoda"
"2311","Pectis antarctica","Cnidaria"
"2312","Epimeria (Pseudepimeria) grandirostris","Arthropoda"
"2313","Calvadosia vanhoeffeni","Cnidaria"
"2314","Aricidea (Strelzovia) belgicae","Annelida"
"2315","Amphicteis teresae","Annelida"
"2316","Tetrabothrius (Neotetrabothrius) wrighti","Platyhelminthes"
"2317","Oswaldella blanconae","Cnidaria"
"2318","Pseudotanais nordenskioldi","Arthropoda"
"2319","Cymatona kampyla","Mollusca"
"2320","Platytyphlops rossi","Arthropoda"
"2321","Hemicorallium imperiale","Cnidaria"
"2322","Hemicorallium laauense","Cnidaria"
"2323","Megapogon schiaparellii","Porifera"
"2324","Umbellula carpenteri","Cnidaria"
"2325","Naineris antarctica","Annelida"
"2326","Haliclona ernsthentscheli","Porifera"
